municipio;homologacao;nome_bem_imaterial_registrado;local_ocorrencia_bem_imaterial_registrado;esfera_de_protecao;categoria;exercicio_aceito_para_efeito_de_pontuacao
Centralina;;Festa de Congados e Moçambique em Louvor a Nossa Senhora do Rosário e São Benedito;Av. do Contorno nº 592 - Capela de N.Sra. do Rosário e São Benedito;MUNICIPAL;RI*CEL;2016,0
Baldim;;Corporação musical Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2016,0
Luz;;Corporação Musical Lyra Aterradense;Não informado;MUNICIPAL;RI*FOR;2016,0
Monte Sião;;Porcelana de Monte Sião;Não informado;MUNICIPAL;RI*SAB;2016,0
Monte Sião;;Tricot de Monte Sião;Não informado;MUNICIPAL;RI*SAB;2016,0
Pedra do Anta;;Festa de São Sebastião;Não informado;MUNICIPAL;RI*CEL;2016,0
Pompéu;;Registro do Saber Tradicional do Doce de Leite de Pompéu;Não informado;MUNICIPAL;RI*SAB;2016,0
Pouso Alto;;Festa Beneficente da Santa Casa;Não informado;MUNICIPAL;RI*CEL;2016,0
Lagoa Grande;;Congresso de Folias de Santos Reis;Ocorrencia na Sede da Associação dos Foliões de Santos Reis;MUNICIPAL;RI*CEL;2017,0
Cruzília;;Festival de Música de Cruzília;Praça Monsenhor João Câncio;MUNICIPAL;RI*CEL;2017,0
Carmópolis de Minas;;Banda de música municipal Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2017,0
Diogo de Vasconcelos;;Festa de São Domingos de Gusmão;Não informado;MUNICIPAL;RI*CEL;2017,0
Inhaúma;;Paneleiras de Inhaúma;Não informado;MUNICIPAL;RI;2017,0
Itabirito;;Festa de Nossa Senhora da Conceição do Acuruí;Não informado;MUNICIPAL;RI*CEL;2017,0
João Pinheiro;;Folia de Santos Reis;Não informado;MUNICIPAL;RI*CEL;2017,0
Nova Era;;Corporação Musical Euterpe Lagoana;Não informado;MUNICIPAL;RI*FOR;2017,0
Ouro Branco;;Cerâmica Saramenha;Não informado;MUNICIPAL;RI*SAB;2017,0
Pains;;Banda de Música Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2017,0
Paracatu;;Modo de Fazer o Pão de Queijo;Não informado;MUNICIPAL;RI*SAB;2017,0
Piedade de Ponte Nova;;Corporação Musical José Ferreira Gomes;Não informado;MUNICIPAL;RI*FOR;2017,0
Planura;;Festa da Cavalgada e Queima do Alho;Não informado;MUNICIPAL;RI*CEL;2017,0
Planura;;Festa da Quermesse de Santo Antônio;Não informado;MUNICIPAL;RI*CEL;2017,0
Presidente Kubitschek;;Banda Musical Padre João Maria Poirrier;Não informado;MUNICIPAL;RI*FOR;2017,0
Santa Margarida;;Banda Lira Margaridense;Não informado;MUNICIPAL;RI*FOR;2017,0
São Bento Abade;;Saga dos Sete Orelhas;Não informado;MUNICIPAL;RI*FOR;2017,0
Serranópolis de Minas;;Festa de Nossa Senhora da Conceição;Não informado;MUNICIPAL;RI*CEL;2017,0
Caratinga;;Corporação musical Santa Cecília;Av. Catarina Cimini nº57 3º andar;MUNICIPAL;RI*FOR;2018,0
Ervália;;Festa do Carro de Boi;Distrito de Dom Viçoso;MUNICIPAL;RI*CEL;2018,0
Maripá de Minas;;Festa do Padroeiro São Sebastião;Sede do município;MUNICIPAL;RI*CEL;2018,0
Caratinga;;Associação Coral São João Batista;Travessa Cel. Ferreira Santos nº58 3º andar;MUNICIPAL;RI;2018,0
Carmo de Minas;;Festa de Nossa Senhora do Carmo;Não informado;MUNICIPAL;RI*CEL;2018,0
Comendador Gomes;;Festa de São Sebastião;Não informado;MUNICIPAL;RI*CEL;2018,0
Divinésia;;Associação de Congados do Município de Divinésia;Não informado;MUNICIPAL;RI*FOR;2018,0
Frutal;;Associação Companhia de Santos Reis Estrela Guia;Não informado;MUNICIPAL;RI*CEL;2018,0
Ibiá;;Festa em Louvor a Nossa Senhora do Rosário e São Benedito;Não informado;MUNICIPAL;RI*CEL;2018,0
Ituiutaba;;Irmandade de São Benedito e Ternos de Congo;Não informado;MUNICIPAL;RI*CEL;2018,0
Lagoa Dourada;;Banda de Música Lira Lagoense;Não informado;MUNICIPAL;RI*FOR;2018,0
Lavras;;Banda Euterpe Operária;Não informado;MUNICIPAL;RI*FOR;2018,0
Lavras;;Meninas Cantoras de Lavras;Não informado;MUNICIPAL;RI*FOR;2018,0
Leme do Prado;;Festa do Divino Espirito Santo;Não informado;MUNICIPAL;RI*CEL;2018,0
Oliveira;;Festa de Junho, conhecida como Festa de São João Batista;Não informado;MUNICIPAL;RI*CEL;2018,0
Ouro Preto;;Celebração do Divino Espírito Santo em São Bartolomeu;Não informado;MUNICIPAL;RI*CEL;2018,0
Porteirinha;;Festa do Divino Espírito Santo;Não informado;MUNICIPAL;RI*CEL;2018,0
Rio Casca;;Festival da Canção;Não informado;MUNICIPAL;RI*FOR;2018,0
São Francisco do Glória;;Festa do carro de boi;Não informado;MUNICIPAL;RI*CEL;2018,0
Uberaba;;Modo de Fazer o Sino Artesanal da Fundação Artística Sinos de Uberaba - FASU;Não informado;MUNICIPAL;RI*SAB;2018,0
Uberlândia;;Folia de Reis de Uberlândia;Não informado;MUNICIPAL;RI*CEL;2018,0
Prudente de Morais;;Guarda de Nossa Senhora do Rosário;Capela de N. Sra. do Rosário à Pça Sta. Cruz nº 264;MUNICIPAL;RI*CEL;2019,0
Betim;;O Salão do Encontro;Não informado;MUNICIPAL;RI;2019,0
Cana Verde;;Terno Catopé de Cana Verde;Não informado;MUNICIPAL;RI*CEL;2019,0
Candeias;;Corporação musical Nossa Senhora das Candeias;Não informado;MUNICIPAL;RI*FOR;2019,0
Carneirinho;;Quermesse em louvor a Nossa Senhora Aparecida e São Sebastião;Não informado;MUNICIPAL;RI;2019,0
Descoberto;;Bloco do Boi de Descoberto;Não informado;MUNICIPAL;RI*FOR;2019,0
Ilicínea;;Ternos de Congada e Moçambique de Ilicínea;Não informado;MUNICIPAL;RI*CEL;2019,0
Japaraíba;;Festa de Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI*CEL;2019,0
Jesuânia;;Tradicional Festa das Congadas;Não informado;MUNICIPAL;RI*CEL;2019,0
Limeira do Oeste;;Quermesse de São Pedro e São Paulo;Não informado;MUNICIPAL;RI*CEL;2019,0
Oliveira;;Festa de Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI*CEL;2019,0
Oliveira;;Festejos de Carnaval: Blocos e Tradições;Não informado;MUNICIPAL;RI*FOR;2019,0
Oliveira;;Semana Santa em Oliveira: Artes Sacras, Ritos e Celebrações;Não informado;MUNICIPAL;RI*CEL;2019,0
Oliveira;;Sinos de Oliveira: Toques, Repiques, Dobres, Torres Sineiras e Sineiros;Não informado;MUNICIPAL;RI*FOR;2019,0
Presidente Juscelino;;Comunidade do Capão;Não informado;MUNICIPAL;RI*LUG;2019,0
Santa Rita do Sapucaí;;Modo de Fazer Pão Cheio;Não informado;MUNICIPAL;RI*SAB;2019,0
Santo Antônio do Grama;;Festival de Violeiros de Santo Antonio do Grama;Não informado;MUNICIPAL;RI*CEL;2019,0
São Domingos do Prata;;Guarda de Congo de Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI;2019,0
São Sebastião da Bela Vista;;Modo de Fazer do Pão Cheio da Dona Chica;Não informado;MUNICIPAL;RI*SAB;2019,0
Senhora de Oliveira;;Corporação Musical Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI;2019,0
Uberaba;;As Formas de Expressão do Hip Hop em Uberaba;Não informado;MUNICIPAL;RI*FOR;2019,0
Conceição do Mato Dentro;;Festa de Nossa Senhora do Rosário;Distrito Sede;MUNICIPAL;RI*CEL;2020,0
São João Batista do Glória;;Folia de Santos Reis União do Glória;Folia de Santos Reis;MUNICIPAL;RI;2020,0
Sabará;;Festa de Santo Antônio de Roça Grande;Santo Antônio de Roça Grande;MUNICIPAL;RI*CEL;2020,0
Curvelo;;Oitava de São Geraldo;Sede;MUNICIPAL;RI;2020,0
Guapé;;Terno de Congada e Guarda de Moçambique;Sede;MUNICIPAL;RI*CEL;2020,0
Abaeté;;Festa do Rosário;Não informado;MUNICIPAL;RI*CEL;2020,0
Andradas;;Festa do Vinho;Não informado;MUNICIPAL;RI*SAB;2020,0
Bom Sucesso;;Banda Lira Santa Cecília de Bom Sucesso;Não informado;MUNICIPAL;RI*FOR;2020,0
Bom Sucesso;;Folia de Santos Reis e de São Sebastião de Bom Sucesso;Não informado;MUNICIPAL;RI;2020,0
Bom Sucesso;;Ternos de Vilão, de Moçambique, de Catopé e de Quatro Pé;Não informado;MUNICIPAL;RI;2020,0
Cipotânea;;Banda de Congado Santa Efigênia, Nossa Senhora do Rosário e São Benedito;Não informado;MUNICIPAL;RI*CEL;2020,0
Coimbra;;Festa de São Sebastião;Não informado;MUNICIPAL;RI*CEL;2020,0
Conceição do Mato Dentro;;Pastorinhas da Tapera;Não informado;MUNICIPAL;RI;2020,0
Confins;;Boi da Manta;Não informado;MUNICIPAL;RI;2020,0
Córrego do Bom Jesus;;Festa do Bom Jesus;Não informado;MUNICIPAL;RI;2020,0
Desterro de Entre Rios;;Lira do Monsenhor Luiz;Não informado;MUNICIPAL;RI;2020,0
Dores de Campos;;Escolas de Samba de Dores de Campos;Não informado;MUNICIPAL;RI*FOR;2020,0
Dores do Indaiá;;Exposição Agropecuária de Dores do Indaiá - Expodores;Não informado;MUNICIPAL;RI*CEL;2020,0
Fronteira;;Companhia de Santos Reis Estrela do Oriente;Não informado;MUNICIPAL;RI*FOR;2020,0
Guaraciaba;;Pão Crioulo;Não informado;MUNICIPAL;RI*SAB;2020,0
Guidoval;;Festa de Sant'Ana;Não informado;MUNICIPAL;RI*CEL;2020,0
Heliodora;;Banda de Marchinhas Energia Tropical;Não informado;MUNICIPAL;RI*FOR;2020,0
Ijaci;;Folias de Reis de Ijaci;Não informado;MUNICIPAL;RI*FOR;2020,0
Jeceaba;;Corporação Musical Nossa Senhora da Conceição;Não informado;MUNICIPAL;RI*FOR;2020,0
Machado;;Corporação Musical União de Machado;Não informado;MUNICIPAL;RI;2020,0
Martinho Campos;;Lira Santa Cecília;Não informado;MUNICIPAL;RI;2020,0
Nova Era;;Pastel de São José;Não informado;MUNICIPAL;RI*FOR;2020,0
Olaria;;Gincana Cultural de Olaria;Não informado;MUNICIPAL;RI*FOR;2020,0
Paracatu;;Modo de Fazer as Quitandas de Paracatu;Não informado;MUNICIPAL;RI*SAB;2020,0
Paraguaçu;;As Pastorinhas;Não informado;MUNICIPAL;RI*FOR;2020,0
Patrocínio;;Língua Kalunga;Não informado;MUNICIPAL;RI*FOR;2020,0
Pratápolis;;Festa de Final de Ano - Congadas;Não informado;MUNICIPAL;RI*CEL;2020,0
Raposos;;Cavalhada de Raposos;Não informado;MUNICIPAL;RI;2020,0
Santa Rita do Sapucaí;;Pasta Flora;Não informado;MUNICIPAL;RI*SAB;2020,0
Santana do Jacaré;;Reinado de Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI;2020,0
São Francisco de Sales;;Festa de Santos Reis e Companhia de Reis Estrela de Ouro;Não informado;MUNICIPAL;RI;2020,0
São João Batista do Glória;;Festa de São João Batista;Não informado;MUNICIPAL;RI;2020,0
São Vicente de Minas;;Encontro do Vicenciano Ausente;Não informado;MUNICIPAL;RI*CEL;2020,0
Senhora dos Remédios;;Desfile de carros de boi de Senhora dos Remédios;Não informado;MUNICIPAL;RI*FOR;2020,0
Serro;;Modo de Fazer o Queijo Artesanal;Não informado;MUNICIPAL;RI*SAB;2020,0
Silveirânia;;Exposição Agropecuária de Silverânia;Não informado;MUNICIPAL;RI;2020,0
Taparuba;;Concurso do Gado Leiteiro/ Modo de Fazer do Concurso Leiteiro/ Modo de Fazer do Concurso do Gado Leiteiro;Não informado;MUNICIPAL;RI;2020,0
Uberlândia;;Praça do Rosário;Não informado;MUNICIPAL;RI*LUG;2020,0
Uberlândia;;Teatro Grande Otelo;Não informado;MUNICIPAL;RI*LUG;2020,0
Várzea da Palma;;Quadrilha do Bom Jardim;Não informado;MUNICIPAL;RI;2020,0
Vazante;;Festa do carro de bois;Não informado;MUNICIPAL;RI;2020,0
Desterro de Entre Rios;;Irmandade de Nossa Senhora do Rosário;Com sede na comunidade do Cerrado Zona Rural de Desterro de Entre Rios;MUNICIPAL;RI*FOR;2021,0
Alfenas;;Feira livre;Não informado;MUNICIPAL;RI*LUG;2021,0
Araçuaí;;Coral Trovadores do Vale;Não informado;MUNICIPAL;RI*FOR;2021,0
Bom Sucesso;;Bloco Bumba-meu-boi;Não informado;MUNICIPAL;RI;2021,0
Caetanópolis;;Encontro de Folias de Reis e Pastorinhas;Não informado;MUNICIPAL;RI;2021,0
Caetanópolis;;Festival Cultural Clara Nunes;Não informado;MUNICIPAL;RI;2021,0
Campanha;;Formas de expressão da Capoeira;Não informado;MUNICIPAL;RI*FOR;2021,0
Chapada Gaúcha;;Festa em Louvor e Honra a Santa Cruz;Não informado;MUNICIPAL;RI*CEL;2021,0
Divino;;Jogos da Cidade/ JODAC;Não informado;MUNICIPAL;RI*FOR;2021,0
Frutal;;Grupo de Marujo José Albino da Silva;Não informado;MUNICIPAL;RI*FOR;2021,0
Ibituruna;;Festa de São Gonçalo do Amarante;Não informado;MUNICIPAL;RI*CEL;2021,0
Itamarandiba;;Festa de Nossa Senhora do Rosário dos Pretos;Não informado;MUNICIPAL;RI*CEL;2021,0
Jaboticatubas;;Festa de Nossa Senhora da Conceição;Não informado;MUNICIPAL;RI*CEL;2021,0
Lima Duarte;;Gincana Cultural de Lima Duarte;Não informado;MUNICIPAL;RI;2021,0
Manhuaçu;;Banda de Música do 11º Batalhão de Polícia Militar de Minas Gerais;Não informado;MUNICIPAL;RI*FOR;2021,0
Manhuaçu;;Caminhada da Santa Cruz;Não informado;MUNICIPAL;RI;2021,0
Minas Novas;;Festa de Nossa Senhora do Rosário dos Homens Pretos;Não informado;MUNICIPAL;RI;2021,0
Moeda;;Corporação Musical Senhor Bom Jesus de Porto Alegre;Não informado;MUNICIPAL;RI*FOR;2021,0
Nova Era;;Coroação de Nossa Senhora;Não informado;MUNICIPAL;RI*CEL;2021,0
Nova Lima;;Cavalhada de São José Operário;Não informado;MUNICIPAL;RI;2021,0
Ouro Preto;;Festa de Nossa Senhora do Rosário e Santa Efigênia;Não informado;MUNICIPAL;RI*CEL;2021,0
Ouro Preto;;Ofício das Bordadeiras e Rendeiras de Ouro Preto;Não informado;MUNICIPAL;RI*SAB;2021,0
Paiva;;Banda de Marujo;Não informado;MUNICIPAL;RI*FOR;2021,0
Patos de Minas;;Feitio da Pamonha;Não informado;MUNICIPAL;RI*SAB;2021,0
Perdões;;Guardas de Congada de Perdões;Não informado;MUNICIPAL;RI;2021,0
Piranga;;Festa de Reis de Piranga;Não informado;MUNICIPAL;RI*CEL;2021,0
Pirapetinga;;Folia de Reis da Brasilinha;Não informado;MUNICIPAL;RI*CEL;2021,0
Planura;;Folia de Santos Reis e da Companhia de Santos Reis “Os Ministros de Belém”;Não informado;MUNICIPAL;RI*CEL;2021,0
Quartel Geral;;Festa do Rosário;Não informado;MUNICIPAL;RI*CEL;2021,0
Santana da Vargem;;Folias de Reis de Santana da Vargem;Não informado;MUNICIPAL;RI;2021,0
São Brás do Suaçuí;;Banda Musical União Santa Cecilia;Não informado;MUNICIPAL;RI;2021,0
São João da Mata;;Festa de São João Batista;Não informado;MUNICIPAL;RI;2021,0
São João del Rei;;Manifestação da Folia de Reis no município de São João del-Rei;Não informado;MUNICIPAL;RI*CEL;2021,0
São João del Rei;;Manifestação do Congado do município de São João del-Rei;Não informado;MUNICIPAL;RI*CEL;2021,0
Senador Firmino;;Corporação Musical Nossa Senhora da Conceição;Não informado;MUNICIPAL;RI*FOR;2021,0
Teófilo Otoni;;Encenação da Paixão de Cristo;Não informado;MUNICIPAL;RI;2021,0
Três Pontas;;Festival Canto Aberto;Não informado;MUNICIPAL;RI;2021,0
Uberaba;;Festa de Nossa Senhora da Abadia;Não informado;MUNICIPAL;RI*CEL;2021,0
Uberaba;;Festa do Treze de Maio;Não informado;MUNICIPAL;RI*CEL;2021,0
Varginha;;Folia de Reis de Varginha;Não informado;MUNICIPAL;RI;2021,0
Várzea da Palma;;Folia de São Sebastião Glorioso Martir;Não informado;MUNICIPAL;RI;2021,0
Araporã;;Banda Marcial Asas da Liberdade;R. Pedro Fedrigo nº 10 - B. Alvorada;MUNICIPAL;RI*FOR;2022,0
Cambuquira;;Banda de musica 12 de Maio;Não informado;MUNICIPAL;RI*FOR;2022,0
Cambuquira;;Coral Cambuquira;Não informado;MUNICIPAL;RI*FOR;2022,0
Laranjal;;Folia de Reis;Não informado;MUNICIPAL;RI;2022,0
Muzambinho;;Jogos Azul e Vermelho - JAVE;Não informado;MUNICIPAL;RI*FOR;2022,0
Pequi;;Modo de Fazer o Biscoito Meia Lua;Não informado;MUNICIPAL;RI*SAB;2022,0
Perdizes;;Festa de Reis dos Lucianos;Não informado;MUNICIPAL;RI*CEL;2022,0
Itaobim;;Boi Janeiro de Maria Trovão;Não informado;MUNICIPAL;RI;2023,0
Pedra Dourada;;Modo de Fazer Pele de Angu;Não informado;MUNICIPAL;RI;2023,0
São Francisco de Paula;;Projeto Shakespeare e as crianças;Não informado;MUNICIPAL;RI;2023,0
Timóteo;;Congado;Não informado;MUNICIPAL;RI;2023,0
Vargem Grande do Rio Pardo;;Festa de Nossa Senhora do Desterro;Não informado;MUNICIPAL;RI*CEL;2023,0
Albertina;;Cultivo do café albertinense;Não informado;MUNICIPAL;RI*SAB;2024,0
Cabo Verde;;Grupo de dança Caiapós;Não informado;MUNICIPAL;RI*FOR;2024,0
Patis;;Modo de Fazer da Rapadura;Não informado;MUNICIPAL;RI*SAB;2024,0
Porteirinha;;Festa de Senhora Santana;Não informado;MUNICIPAL;RI*CEL;2024,0
Prata;;Capoeira;Não informado;MUNICIPAL;RI*FOR;2024,0
Prata;;Folia de Reis;Não informado;MUNICIPAL;RI*CEL;2024,0
Prata;;Terno de Congo e Moçambique;Não informado;MUNICIPAL;RI*CEL;2024,0
Ribeirão Vermelho;;Banda Lira Joaquim Braga;Não informado;MUNICIPAL;RI*FOR;2024,0
Rio Manso;;Modo de Fazer da Broa das Almas;Não informado;MUNICIPAL;RI;2024,0
São João del Rei;;Festa de Nossa Senhora das Mercês;Não informado;MUNICIPAL;RI*CEL;2024,0
São João del Rei;;Festas de Cosme e Damião, Erês e Ibeji;Não informado;MUNICIPAL;RI*CEL;2024,0
São João del Rei;;Orquestras e Bandas Tradicionais de São João del Rei;Não informado;MUNICIPAL;RI*FOR;2024,0
Tocantins;;Banda Lira Tocantinense;Não informado;MUNICIPAL;RI*FOR;2024,0
Cabo Verde;;Festa de Santa Cruz;Bairro São João;MUNICIPAL;RI*CEL;2025,0
Caetanópolis;;Comunidade Shopping das Minhocas;BR 040, km 455;MUNICIPAL;RI;2025,0
Inhaúma;;Guarda de Nossa Senhora do Rosário da Serra dos Maias;Capela dos Maias;MUNICIPAL;RI*FOR;2025,0
Caldas;;Queijo Minas Frescal de Santana;Distrito de Santana de Caldas;MUNICIPAL;RI*SAB;2025,0
Aricanduva;;Feira livre de Aricanduva;Mercado Municipal - Av. do Contorno nº 175;MUNICIPAL;RI*LUG;2025,0
Amparo da Serra;;Corporação Musical Lira Nossa Senhora do Amparo;Não informado;MUNICIPAL;RI*FOR;2025,0
Berilo;;Festa de Nossa Senhora do Rosário dos Pretos do Arraial de Água Suja;Não informado;MUNICIPAL;RI*CEL;2025,0
Botelhos;;Fanfarra Municipal de Botelhos;Não informado;MUNICIPAL;RI*FOR;2025,0
Camanducaia;;Modo de Fazer Pinhão;Não informado;MUNICIPAL;RI*SAB;2025,0
Coimbra;;Corporação Musical Lira Coimbrense;Não informado;MUNICIPAL;RI*FOR;2025,0
Conceição das Alagoas;;Cerâmica de Conceição das Alagoas;Não informado;MUNICIPAL;RI*SAB;2025,0
Conceição das Alagoas;;Doce de Jaracatiá;Não informado;MUNICIPAL;RI*SAB;2025,0
Contagem;;Irmandade do Rosário – Os Ciriacos;Não informado;MUNICIPAL;RI*FOR;2025,0
Contagem;;Jubileu de Nossa Senhora das Dores;Não informado;MUNICIPAL;RI*CEL;2025,0
Dores de Campos;;Curruscuba Dorense;Não informado;MUNICIPAL;RI*SAB;2025,0
Gouveia;;Caboclinhos;Não informado;MUNICIPAL;RI*FOR;2025,0
Itamarati de Minas;;Corporação Musical Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2025,0
Itaúna;;Capoeira;Não informado;MUNICIPAL;RI*FOR;2025,0
João Monlevade;;Guardas de Congado de São João Evangelista (Inscrição nº 002/2015) e de Nossa Senhora Santana (Inscrição nº 003/2015);Não informado;MUNICIPAL;RI*CEL;2025,0
Matias Cardoso;;Os Caretas;Não informado;MUNICIPAL;RI*FOR;2025,0
Minas Novas;;Tamborzeiros do Rosário;Não informado;MUNICIPAL;RI*FOR;2025,0
Monsenhor Paulo;;Festa de Peão de Monsenhor Paulo;Não informado;MUNICIPAL;RI*CEL;2025,0
Ouro Branco;;Guarda de Congado São Benedito, São Francisco, Santa Efigênia de Ouro Branco;Não informado;MUNICIPAL;RI*FOR;2025,0
Ouro Branco;;Sociedade Artístico Musical Santo Antônio;Não informado;MUNICIPAL;RI*FOR;2025,0
Paraopeba;;Encontro Folclórico de Paraopeba e Região;Não informado;MUNICIPAL;RI*FOR;2025,0
São João da Mata;;Tradicional Festa do Rosário;Não informado;MUNICIPAL;RI*CEL;2025,0
São João da Ponte;;Festa de São João Batista;Não informado;MUNICIPAL;RI*CEL;2025,0
Unaí;;Festa da Moagem e do Carro de Boi;Não informado;MUNICIPAL;RI;2025,0
Carvalhópolis;;Congada Santa Efigênia de Carvalhópolis;Ocorrência na sede do município;MUNICIPAL;RI*FOR;2012,0
Simão Pereira;;Festa de Nossa Senhora da Glória;Não informado;MUNICIPAL;RI*CEL;2012,0
Simonésia;;Dança do Caboclo;Não informado;MUNICIPAL;RI;2012,0
Pouso Alegre;;Pastel de Farinha de Milho;Não informado;MUNICIPAL;RI*SAB;2013,0
Iapu;;Feira da Paz;Não informado;MUNICIPAL;RI*CEL;2019,0
Dom Viçoso;;Coro Paroquial Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI*FOR;2019,0
Carvalhópolis;;Festa do Peão;Não informado;MUNICIPAL;RI;2020,0
Raposos;;Guardas do Município de Raposos;Não informado;MUNICIPAL;RI*FOR;2022,0
Abadia dos Dourados;;Modos de fazer o queijo Minas artesanal;Não informado;FEDERAL;RI *4;
Abaeté;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Abaeté;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Abaeté;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Abre Campo;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Acaiaca;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Acaiaca;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Açucena;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Açucena;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Açucena;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Água Boa;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Água Boa;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Água Comprida;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Águas Formosas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Águas Formosas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Águas Formosas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Águas Vermelhas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Águas Vermelhas;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Aimorés;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Aimorés;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Aiuruoca;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Aiuruoca;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Alagoa;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Alagoa;;Matrizes tradicionais do Forró;Não informado;FEDERAL;RI *12;
Alagoa;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Alagoa;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Albertina;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Além Paraíba;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Além Paraíba;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Além Paraíba;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Alfenas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Alfenas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
